,,,,,,,,,,,,,,,,
Date Left,time Left,Date Arrived,Time Arrived,Tugboat Name,client,Vessel Name,Port Name,Terminal Name,Activity / Service Description,for,Remarks,Voyage #,,,,
03/06/2025,17:00,03/06/2025,18:15,CEBU STRAIT,CLIO SHIPPING AND LOGISTICS PHILS. INC,MV SPRING SHINE,DAVAO,DAVAO_SASA PORT,UNDOCKING,,CM Reyes on duty,,,,,
03/06/2025,19:00,03/06/2025,21:00,DAVAO MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,UNMOORING,,,896,,,,
03/07/2025,01:00,03/07/2025,02:30,CEBU STRAIT,PHIL-CEB MARINE SERVICES INC.,MV QUANG MINH 29,DAVAO,DAVAO_SASA PORT,DOCKING,foreign,CM Reyes on duty,45741,,,,
03/07/2025,01:00,03/07/2025,02:45,PANAY GULF,PHIL-CEB MARINE SERVICES INC.,MV QUANG MINH 29,DAVAO,DAVAO_SASA PORT,DOCKING,foreign,,45741,,,,
03/07/2025,02:25,03/07/2025,03:30,BOHOL SEA,SMC SHIPPING AND LIGHTERAGE CORP,SL TINDALO,DAVAO,DAVAO_PETRON SASA,UNDOCKING,,,,,,,
03/07/2025,02:50,03/07/2025,03:45,CEBU STRAIT,SMC SHIPPING AND LIGHTERAGE CORP,SL TINDALO,DAVAO,DAVAO_PETRON SASA,UNDOCKING,,CM Reyes on duty,,,,,
03/07/2025,05:55,03/07/2025,07:30,TUG 20,PACIFICROSE SHIPPING SERVICES INC.,MT SK LINE 1,JIMENEZ,JIMENEZ_TMOMI,DOCKING,,,,,,,
03/07/2025,06:20,03/07/2025,08:30,MALASUGUI-1,BEN LINE AGENCIES PHILS INC,MT JAG POOJA,SUBIC,SUBIC_PPC TERMINAL,UNDOCKING,,,,,,,
03/07/2025,06:30,03/07/2025,07:50,BOHOL SEA,INSULAR OIL CORPORATION,MT CASANDRA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,378,,,,
03/07/2025,06:35,03/07/2025,08:00,CEBU STRAIT,INSULAR OIL CORPORATION,MT CASANDRA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,CM Reyes on duty,378,,,,
03/07/2025,07:20,03/07/2025,08:50,STANFORD,BEN LINE AGENCIES PHILS INC,MT JAG POOJA,SUBIC,SUBIC_PPC TERMINAL,UNDOCKING,,,,,,,
03/07/2025,07:45,03/07/2025,21:00,LAKANDULA,INSULAR OIL CORPORATION,MT CASANDRA,DAVAO,DAVAO_INSULAR OIL,TENDING,,,378,,,,
03/07/2025,17:30,03/07/2025,18:10,TUG 20,PACIFICROSE SHIPPING SERVICES INC.,MT SK LINE 1,JIMENEZ,JIMENEZ_TMOMI,UNDOCKING,,,,,,,
03/07/2025,18:40,03/07/2025,19:10,PACIFIC ROSE 3,INSULAR OIL CORPORATION,MT CHELSEA ENDURANCE,CDO,CDO_PDOC,UNDOCKING,,,253,,,,
03/07/2025,18:55,03/07/2025,19:15,PACIFICROSE 11,INSULAR OIL CORPORATION,MT CHELSEA ENDURANCE,CDO,CDO_PDOC,UNDOCKING,,,253,,,,
03/07/2025,20:00,03/07/2025,22:20,BATANGAS MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,MOORING,,,307,,,,
03/07/2025,20:00,03/07/2025,22:20,CHOKWANG,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,DOCKING,,,307,,,,
03/07/2025,21:00,03/07/2025,22:05,BOHOL SEA,INSULAR OIL CORPORATION,MT CASANDRA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,378,,,,
03/07/2025,21:00,03/07/2025,21:55,PANAY GULF,INSULAR OIL CORPORATION,MT CASANDRA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,378,,,,
03/08/2025,07:00,03/08/2025,08:25,BOHOL SEA,INSULAR OIL CORPORATION,MT CASANDRA,DAVAO,DAVAO_PHOENIX SASA,DOCKING,,,378,,,,
03/08/2025,07:00,03/08/2025,08:25,PANAY GULF,INSULAR OIL CORPORATION,MT CASANDRA,DAVAO,DAVAO_PHOENIX SASA,DOCKING,,,378,,,,
03/08/2025,07:30,03/08/2025,09:55,SUGBU 5,INSULAR OIL CORPORATION,MT ECO II,CEBU,CEBU_SPEC PITALO,DOCKING,,,,,,,
03/08/2025,07:30,03/08/2025,09:55,TABANGAO,INSULAR OIL CORPORATION,MT ECO II,CEBU,CEBU_SPEC PITALO,DOCKING,,,,,,,
03/08/2025,08:30,03/08/2025,09:50,CEBU STRAIT,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,897,,,,
03/08/2025,08:35,03/08/2025,09:45,BOHOL SEA,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,897,,,,
03/08/2025,08:45,03/09/2025,13:00,PITALO MOORING BOAT,INSULAR OIL CORPORATION,MT ECO II,CEBU,CEBU_SPEC PITALO,UNMOORING,,,,,,,
03/08/2025,08:45,03/09/2025,13:00,PITALO MOORING BOAT,INSULAR OIL CORPORATION,MT ECO II,CEBU,CEBU_SPEC PITALO,MOORING,,,,,,,
03/08/2025,08:50,03/08/2025,10:00,BATANGAS MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,UNMOORING,,,307,,,,
03/08/2025,08:50,03/08/2025,10:00,BATANGAS MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,UNMOORING,,,307,,,,
03/08/2025,08:50,03/08/2025,10:00,BATANGAS MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,MOORING,,,307,,,,
03/08/2025,08:50,03/08/2025,10:00,CHOKWANG,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,SHIFTING,,,307,,,,
03/08/2025,08:55,03/09/2025,12:55,TABANGAO,INSULAR OIL CORPORATION,MT ECO II,CEBU,CEBU_SPEC PITALO,TENDING,,,,,,,
03/08/2025,09:35,03/09/2025,04:35,LAKANDULA,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,TENDING,,,897,,,,
03/08/2025,12:50,03/08/2025,14:00,BOHOL SEA,GAC PHILIPPINES INC,MV AFRICAN FLAMINGO,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
03/08/2025,13:00,03/08/2025,14:00,PANAY GULF,GAC PHILIPPINES INC,MV AFRICAN FLAMINGO,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
03/08/2025,13:05,03/08/2025,14:05,CEBU STRAIT,GAC PHILIPPINES INC,MV AFRICAN FLAMINGO,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
03/08/2025,14:40,03/08/2025,16:50,AMATA MARU,WINDBAY SHIPPING AND LOGISTICS INC.,MV DIMIJOHN A,DAVAO,DAVAO_LEGASPI OIL,DOCKING,,,65,,,,
03/08/2025,14:40,03/08/2025,17:20,CEBU STRAIT,WINDBAY SHIPPING AND LOGISTICS INC.,MV DIMIJOHN A,DAVAO,DAVAO_LEGASPI OIL,DOCKING,,,65,,,,
03/08/2025,14:40,03/08/2025,17:20,PANAY GULF,WINDBAY SHIPPING AND LOGISTICS INC.,MV DIMIJOHN A,DAVAO,DAVAO_LEGASPI OIL,DOCKING,,,65,,,,
03/08/2025,16:50,03/08/2025,18:45,AMATA MARU,FULLSTEAM SHIPPING CORPORATION,MV BARROSA,DAVAO,DAVAO_HOLCIM,UNDOCKING,,,,,,,
03/08/2025,17:20,03/08/2025,18:50,PANAY GULF,FULLSTEAM SHIPPING CORPORATION,MV BARROSA,DAVAO,DAVAO_HOLCIM,UNDOCKING,,,,,,,
03/08/2025,18:00,03/08/2025,20:05,BOHOL SEA,SOUTHWEST SHIPS AGENCIES INC,MT FENG YI 3,DAVAO,DAVAO_SHELL SASA,DOCKING,,,,,,,
03/08/2025,18:00,03/08/2025,20:15,CEBU STRAIT,SOUTHWEST SHIPS AGENCIES INC,MT FENG YI 3,DAVAO,DAVAO_SHELL SASA,DOCKING,,,,,,,
03/08/2025,23:10,03/09/2025,00:00,PANAY GULF,INSULAR OIL CORPORATION,MT CASANDRA,DAVAO,DAVAO_PHOENIX SASA,UNDOCKING,,,378,,,,
03/09/2025,00:40,03/09/2025,01:30,CHOKWANG,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,UNDOCKING,,,307,,,,
03/09/2025,04:25,03/09/2025,05:20,AMATA MARU,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,897,,,,
03/09/2025,04:30,03/09/2025,06:00,CEBU STRAIT,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,CM Reyes on duty,897,,,,
03/09/2025,04:55,03/09/2025,06:10,CEBU STRAIT,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,DOCKING,,CM Reyes on duty,897,,,,
03/09/2025,05:20,03/09/2025,06:10,AMATA MARU,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,DOCKING,,,897,,,,
03/09/2025,05:25,03/09/2025,06:55,BOHOL SEA,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV TAN AN DYNAMIC,DAVAO,DAVAO_KUDOS,UNDOCKING,,,,,,,
03/09/2025,05:30,03/09/2025,06:00,DAVAO MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,MOORING,,,897,,,,
03/09/2025,06:30,03/09/2025,08:15,PACIFIC ROSE 3,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,CDO,CDO_PDOC,BOARDING FORMALITIES,,,99,,,,
03/09/2025,06:35,03/09/2025,07:15,CEBU STRAIT,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV TAN AN DYNAMIC,DAVAO,DAVAO_KUDOS,UNDOCKING,,CM Reyes on duty,,,,,
03/09/2025,06:45,03/09/2025,07:40,AMATA MARU,SOUTHWEST SHIPS AGENCIES INC,MT FENG YI 3,DAVAO,DAVAO_SHELL SASA,UNDOCKING,,,,,,,
03/09/2025,06:55,03/09/2025,07:40,BOHOL SEA,SOUTHWEST SHIPS AGENCIES INC,MT FENG YI 3,DAVAO,DAVAO_SHELL SASA,UNDOCKING,,,,,,,
03/09/2025,09:00,03/09/2025,11:30,PACIFIC ROSE 15,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,CDO,CDO_PDOC,DOCKING,,,99,,,,
03/09/2025,09:00,03/09/2025,11:10,PACIFICROSE 11,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,CDO,CDO_PDOC,DOCKING,,,99,,,,
03/09/2025,09:15,03/09/2025,11:25,PACIFIC ROSE 8,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,CDO,CDO_PDOC,DOCKING,,,99,,,,
03/09/2025,11:00,03/11/2025,07:40,PACIFICROSE 11,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,CDO,CDO_PDOC,TENDING,,,99,,,,
03/09/2025,11:15,03/11/2025,08:25,PACIFIC ROSE 8,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,CDO,CDO_PDOC,TENDING,,,99,,,,
03/09/2025,12:55,03/09/2025,14:10,SUGBU 5,INSULAR OIL CORPORATION,MT ECO II,CEBU,CEBU_SPEC PITALO,UNDOCKING,,,,,,,
03/09/2025,12:55,03/09/2025,14:10,TABANGAO,INSULAR OIL CORPORATION,MT ECO II,CEBU,CEBU_SPEC PITALO,UNDOCKING,,,,,,,
03/09/2025,20:00,03/09/2025,21:00,BOHOL SEA,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,,897,1.00,#DIV/0!,,
03/09/2025,20:00,03/09/2025,21:05,CEBU STRAIT,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,CM Reyes on duty,897,1.08,#DIV/0!,,
03/09/2025,20:30,03/09/2025,23:30,DAVAO MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,UNMOORING,,,897,,,,
03/09/2025,23:05,03/10/2025,00:05,AMATA MARU,INSULAR OIL CORPORATION,MT CASANDRA,DAVAO,DAVAO_PHOENIX SASA,UNDOCKING,,,378,,,,
03/10/2025,06:40,03/10/2025,08:05,CEBU STRAIT,INSULAR OIL CORPORATION,MT BULUSAN,DAVAO,DAVAO_INSULAR OIL,DOCKING,,CM Reyes on duty,231,,,,
03/10/2025,06:45,03/10/2025,08:15,AMATA MARU,INSULAR OIL CORPORATION,MT BULUSAN,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,231,,,,
03/10/2025,08:15,03/10/2025,10:20,AMATA MARU,BEN LINE AGENCIES PHILS INC,MV HELI,DAVAO,DAVAO_TEFASCO,DOCKING,,,0225,,,,
03/10/2025,08:15,03/11/2025,07:00,LAKANDULA,INSULAR OIL CORPORATION,MT BULUSAN,DAVAO,DAVAO_INSULAR OIL,TENDING,,,231,,,,
03/10/2025,08:55,03/10/2025,10:40,CEBU STRAIT,BEN LINE AGENCIES PHILS INC,MV HELI,DAVAO,DAVAO_TEFASCO,DOCKING,,CM Reyes on duty,0225,,,,
03/10/2025,16:30,03/10/2025,18:15,NHTC 5,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,CEBU,CEBU_SRDC LAPU LAPU,DOCKING,,,307,,,,
03/10/2025,16:50,03/10/2025,18:05,PACIFIC ROSE 14,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,CEBU,CEBU_SRDC LAPU LAPU,DOCKING,,,307,,,,
03/10/2025,17:40,03/10/2025,18:20,CEBU MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,CEBU,CEBU_SRDC LAPU LAPU,MOORING,,,307,,,,
03/11/2025,06:00,03/11/2025,07:10,AMATA MARU,INSULAR OIL CORPORATION,MT BULUSAN,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,231,,,,
03/11/2025,06:00,03/11/2025,07:15,BOHOL SEA,INSULAR OIL CORPORATION,MT BULUSAN,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,231,,,,
03/11/2025,07:10,03/11/2025,08:30,AMATA MARU,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,898,,,,
03/11/2025,07:15,03/11/2025,08:20,BOHOL SEA,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,898,,,,
03/11/2025,07:40,03/11/2025,08:25,PACIFICROSE 11,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,CDO,CDO_PDOC,UNDOCKING,,,99,,,,
03/11/2025,07:45,03/11/2025,09:55,PACIFIC ROSE 15,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,CDO,CDO_PDOC,UNDOCKING,,,99,,,,
03/11/2025,07:45,03/11/2025,08:57,PACIFIC ROSE 8,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,CDO,CDO_PDOC,UNDOCKING,,,99,1.20,#DIV/0!,,
03/11/2025,08:15,03/11/2025,23:10,LAKANDULA,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,TENDING,,,898,,,,
03/11/2025,10:00,03/11/2025,11:40,AMATA MARU,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV SUNRISE 69,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
03/11/2025,10:00,03/11/2025,11:35,CEBU STRAIT,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV SUNRISE 69,DAVAO,DAVAO_KUDOS,DOCKING,,CM Reyes on duty,,,,,
03/11/2025,13:00,03/11/2025,15:00,CEBU STRAIT,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV TTC HAI PHONG,DAVAO,DAVAO_KUDOS,DOCKING,,CM Reyes on duty,,,,,
03/11/2025,13:30,03/11/2025,14:55,BOHOL SEA,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV TTC HAI PHONG,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
03/11/2025,20:25,03/11/2025,21:25,NHTC 5,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,CEBU,CEBU_SRDC LAPU LAPU,UNDOCKING,,,307,,,,
03/11/2025,20:40,03/11/2025,21:05,PACIFIC ROSE 14,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,CEBU,CEBU_SRDC LAPU LAPU,UNDOCKING,,,307,,,,
03/11/2025,21:00,03/11/2025,21:30,CEBU MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,CEBU,CEBU_SRDC LAPU LAPU,UNMOORING,,,307,,,,
03/11/2025,22:00,03/11/2025,23:30,BOHOL SEA,NARRA TANKERS CORP,NTC FALCON,DAVAO,DAVAO_PETRON SASA,DOCKING,,,,,,,
03/11/2025,22:10,03/11/2025,23:35,AMATA MARU,NARRA TANKERS CORP,NTC FALCON,DAVAO,DAVAO_PETRON SASA,DOCKING,,,,,,,
03/11/2025,23:30,03/12/2025,00:30,CEBU STRAIT,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,CM Reyes on duty,898,1.00,#DIV/0!,,
03/11/2025,23:35,03/12/2025,00:30,AMATA MARU,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,898,0.92,#DIV/0!,,
03/12/2025,05:45,03/12/2025,07:15,AMATA MARU,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,DOCKING,,SMOOTH ASSIST ,898,,,,
03/12/2025,05:50,03/12/2025,07:15,CEBU STRAIT,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,DOCKING,,CM Reyes on duty,898,,,,
03/12/2025,05:50,03/12/2025,07:15,DAVAO MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,MOORING,,,898,,,,
03/12/2025,09:50,03/12/2025,13:40,PANAY GULF,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,SURIGAO,SURIGAO_CORALES DEPOT,DOCKING,,,99,,,,
03/12/2025,09:53,03/12/2025,13:20,TUG 20,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,SURIGAO,SURIGAO_CORALES DEPOT,DOCKING,,,99,,,,
03/12/2025,10:00,03/12/2025,13:55,HOKUTO,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,SURIGAO,SURIGAO_CORALES DEPOT,DOCKING,,,99,,,,
03/12/2025,13:15,03/12/2025,14:30,AMATA MARU,NARRA TANKERS CORP,NTC FALCON,DAVAO,DAVAO_PETRON SASA,UNDOCKING,,SMOOTH ASSIST ,,,,,
03/12/2025,13:25,03/12/2025,14:35,CEBU STRAIT,NARRA TANKERS CORP,NTC FALCON,DAVAO,DAVAO_PETRON SASA,UNDOCKING,,CM Reyes on duty,,,,,
03/12/2025,13:45,03/14/2025,08:35,PANAY GULF,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,SURIGAO,SURIGAO_CORALES DEPOT,TENDING,,,99,,,,
03/12/2025,14:00,03/14/2025,08:20,HOKUTO,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,SURIGAO,SURIGAO_CORALES DEPOT,TENDING,,,99,,,,
03/12/2025,15:30,03/12/2025,18:20,AMATA MARU,PHIL-CEB MARINE SERVICES INC.,MV SPAN 55,DAVAO,DAVAO_SASA PORT,DOCKING,local,,,,,,
03/12/2025,15:30,03/12/2025,18:25,BOHOL SEA,PHIL-CEB MARINE SERVICES INC.,MV SPAN 55,DAVAO,DAVAO_SASA PORT,DOCKING,local,,,,,,
03/12/2025,16:40,03/12/2025,18:20,CEBU STRAIT,PHIL-CEB MARINE SERVICES INC.,MV SPAN 55,DAVAO,DAVAO_SASA PORT,DOCKING,local,CM Reyes on duty,,,,,
03/12/2025,21:15,03/12/2025,22:20,AMATA MARU,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,,898,,,,
03/12/2025,21:15,03/12/2025,22:20,DAVAO MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,UNMOORING,,,898,,,,
03/12/2025,21:20,03/12/2025,22:25,CEBU STRAIT,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,CM Reyes on duty,898,,,,
03/13/2025,05:25,03/13/2025,08:20,CEBU STRAIT,CLIO SHIPPING AND LOGISTICS PHILS. INC,MV AE VENUS,DAVAO,DAVAO_SASA PORT,DOCKING,,CM Reyes on duty,,,,,
03/13/2025,05:40,03/13/2025,08:20,AMATA MARU,CLIO SHIPPING AND LOGISTICS PHILS. INC,MV AE VENUS,DAVAO,DAVAO_SASA PORT,DOCKING,,SMOOTH ,,,,,
03/13/2025,14:05,03/13/2025,15:05,PACIFICROSE 11,INSULAR OIL CORPORATION,MT BULUSAN II,CDO,CDO_PDOC,DOCKING,,, ,,,,
03/13/2025,19:00,03/13/2025,20:30,AMATA MARU,PHIL-CEB MARINE SERVICES INC.,MV SPAN 55,DAVAO,DAVAO_SASA PORT,UNDOCKING,local,SMOOTH  ASSIST ,,,,,
03/13/2025,19:00,03/13/2025,20:30,BOHOL SEA,PHIL-CEB MARINE SERVICES INC.,MV SPAN 55,DAVAO,DAVAO_SASA PORT,UNDOCKING,local,,,,,,
03/14/2025,05:40,03/14/2025,08:00,AMATA MARU,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,DAVAO,DAVAO_SRDC SASA,DOCKING,,,307,,,,
03/14/2025,06:00,03/14/2025,07:55,CEBU STRAIT,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,DOCKING,,CM Reyes on duty,899,,,,
03/14/2025,07:00,03/14/2025,09:00,DAVAO MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,DAVAO,DAVAO_SRDC SASA,MOORING,,,307,,,,
03/14/2025,08:00,03/14/2025,08:55,AMATA MARU,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,899,,,,
03/14/2025,08:10,03/14/2025,09:20,CEBU STRAIT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,DAVAO,DAVAO_SRDC SASA,DOCKING,,CM Reyes on duty,307,1.17,#DIV/0!,,
03/14/2025,08:15,03/15/2025,00:55,LAKANDULA,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,TENDING,,,899,,,,
03/14/2025,08:15,03/14/2025,09:40,PANAY GULF,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,SURIGAO,SURIGAO_CORALES DEPOT,UNDOCKING,,,99,,,,
03/14/2025,08:25,03/14/2025,09:40,HOKUTO,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,SURIGAO,SURIGAO_CORALES DEPOT,UNDOCKING,,,99,,,,
03/14/2025,08:25,03/14/2025,09:24,TUG 20,WINDBAY SHIPPING AND LOGISTICS INC.,MT KOURION,SURIGAO,SURIGAO_CORALES DEPOT,UNDOCKING,,,99,,,,
03/14/2025,14:05,03/14/2025,15:55,BOHOL SEA,"MAR-SHIPS AGENCY, INC.",MT YANEE,DAVAO,DAVAO_SEAOIL STA CRUZ,DOCKING,,,,,,,
03/14/2025,14:15,03/14/2025,14:40,AMATA MARU,"MAR-SHIPS AGENCY, INC.",MT YANEE,DAVAO,DAVAO_SEAOIL STA CRUZ,DOCKING,,,,,,,
03/14/2025,17:25,03/14/2025,18:50,CEBU STRAIT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,CM Reyes on duty,307,,,,
03/14/2025,18:00,03/14/2025,18:55,AMATA MARU,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,,307,,,,
03/14/2025,20:50,03/14/2025,22:15,CEBU STRAIT,CLIO SHIPPING AND LOGISTICS PHILS. INC,MV AE VENUS,DAVAO,DAVAO_SASA PORT,UNDOCKING,,CM Reyes on duty,,1.42,#DIV/0!,,
03/14/2025,21:00,03/14/2025,23:30,DAVAO MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,DAVAO,DAVAO_SRDC SASA,UNMOORING,,,307,2.50,#DIV/0!,,
03/15/2025,01:00,03/15/2025,02:05,AMATA MARU,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,899,,,,
03/15/2025,01:00,03/15/2025,02:15,CEBU STRAIT,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,CM Reyes on duty,899,1.25,#DIV/0!,,
03/15/2025,10:15,03/15/2025,12:00,CEBU STRAIT,PHILHUA SHIPPING INC,MV NEW XA LA,DAVAO,DAVAO_SASA PORT,DOCKING,,CM Reyes on duty,,1.75,#DIV/0!,,
03/15/2025,10:15,03/15/2025,12:00,FORTIS VIII,PHILHUA SHIPPING INC,MV NEW XA LA,DAVAO,DAVAO_SASA PORT,DOCKING,,,,,,,
03/15/2025,11:00,03/15/2025,14:15,CHOKWANG,HERMA SHIPPING AND TRANSPORT CORPORATION,MT MAALAB,BATANGAS,BATANGAS_PETRON MABINI,DOCKING,,,192,,,,
03/15/2025,11:40,03/15/2025,14:00,BOHOL SEA,"MAR-SHIPS AGENCY, INC.",MT YANEE,DAVAO,DAVAO_SEAOIL STA CRUZ,UNDOCKING,,,,,,,
03/15/2025,11:45,03/15/2025,12:20,AMATA MARU,"MAR-SHIPS AGENCY, INC.",MT YANEE,DAVAO,DAVAO_SEAOIL STA CRUZ,UNDOCKING,,SMOOTH ASSIST ,,,,,
03/15/2025,12:15,03/15/2025,13:15,CEBU STRAIT,PHIL-CEB MARINE SERVICES INC.,MV SPAN 72,DAVAO,DAVAO_SASA PORT,DOCKING,local,CM Reyes,,,,,
03/15/2025,12:15,03/15/2025,13:15,FORTIS VIII,PHIL-CEB MARINE SERVICES INC.,MV SPAN 72,DAVAO,DAVAO_SASA PORT,DOCKING,local,,,1.00,1.33,,
